Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,0.9900,1.01,0.98,1.0,1.0,"412,300"
2019-03-29,0.9700,1.0,0.96,0.98,0.98,"457,200"
2019-03-28,0.9600,0.97,0.95,0.96,0.96,"293,500"
2019-03-27,0.9700,0.97,0.95,0.96,0.96,"424,700"
2019-03-26,0.9700,1.0,0.96,0.97,0.97,"334,000"
2019-03-25,0.9800,0.99,0.95,0.96,0.96,"937,200"
2019-03-22,1.0000,1.01,0.97,0.97,0.97,"769,700"
2019-03-21,1.0000,1.01,0.99,1.0,1.0,"628,800"
2019-03-20,0.9900,1.01,0.99,1.01,1.01,"542,300"
2019-03-19,1.0000,1.01,0.99,1.0,1.0,"722,400"
2019-03-18,0.9900,1.01,0.99,0.99,0.99,"725,800"
2019-03-15,1.0100,1.01,1.0,1.0,1.0,"1,029,700"
2019-03-14,1.0000,1.01,1.0,1.01,1.01,"478,000"
2019-03-13,1.0200,1.02,1.0,1.01,1.01,"473,500"
2019-03-12,1.0000,1.04,0.99,1.01,1.01,"872,200"
2019-03-11,1.0000,1.03,0.97,1.01,1.01,"645,000"
2019-03-08,1.0000,1.02,0.99,1.01,1.01,"1,096,300"
2019-03-07,0.9700,1.01,0.95,0.98,0.98,"1,374,100"
2019-03-06,1.0000,1.01,0.96,0.96,0.96,"1,460,800"
2019-03-05,1.0200,1.02,1.0,1.0,1.0,"683,300"
2019-03-04,0.9700,1.02,0.96,1.01,1.01,"2,028,700"
2019-03-01,1.0200,1.02,0.95,0.99,0.99,"1,616,000"
2019-02-28,0.9600,1.02,0.94,0.99,0.99,"2,331,900"
2019-02-27,0.8700,0.99,0.87,0.94,0.94,"3,163,300"
2019-02-26,0.8300,0.88,0.83,0.86,0.86,"812,700"
2019-02-25,0.8500,0.88,0.82,0.82,0.82,"720,000"
2019-02-22,0.8500,0.85,0.8,0.84,0.84,"682,100"
2019-02-21,0.8100,0.84,0.8,0.81,0.81,"523,300"
2019-02-20,0.8000,0.83,0.79,0.8,0.8,"866,900"
2019-02-19,0.7900,0.82,0.76,0.79,0.79,"729,400"
2019-02-15,0.7900,0.81,0.78,0.79,0.79,"960,700"
2019-02-14,0.7700,0.8,0.74,0.78,0.78,"983,400"
2019-02-13,0.7600,0.77,0.75,0.76,0.76,"536,800"
2019-02-12,0.7100,0.78,0.7,0.77,0.77,"1,396,500"
2019-02-11,0.7600,0.79,0.73,0.74,0.74,"475,500"
2019-02-08,0.7600,0.77,0.75,0.75,0.75,"473,100"
2019-02-07,0.7500,0.76,0.73,0.74,0.74,"952,600"
2019-02-06,0.7200,0.77,0.72,0.75,0.75,"867,900"
2019-02-05,0.7500,0.78,0.74,0.77,0.77,"798,800"
2019-02-04,0.7100,0.76,0.69,0.74,0.74,"874,200"
2019-02-01,0.7000,0.72,0.69,0.72,0.72,"815,000"
2019-01-31,0.6800,0.7,0.67,0.69,0.69,"754,700"
2019-01-30,0.6800,0.68,0.67,0.68,0.68,"405,200"
2019-01-29,0.6800,0.68,0.66,0.67,0.67,"553,900"
2019-01-28,0.6900,0.7,0.67,0.67,0.67,"698,400"
2019-01-25,0.6900,0.69,0.67,0.68,0.68,"402,200"
2019-01-24,0.6900,0.7,0.68,0.68,0.68,"402,000"
